customer_id,review_id,Review_text,HostelNumber,review_date,review_language
10807839,4391534,the working staff is very kind hearted,510,2012-01-20 00:02:30,English
11137851,4392534,security let s everyone in and the ransoming lock people out,509,2012-01-20 15:52:10,English
11235042,4393534,a surf hostel in the truest sense of the phrase there are more surfboards than beds logically excellent surfing leasons are also available matresses are thin but the rooms are clean and the staff helpful,30830,2012-01-21 11:52:31,English
7113427,4396734,very nice rooms clean bathrooms i really enjoyed my stay at this hostel,26798,2012-01-23 18:33:26,English
10567459,4396934,just felt the common area was small everything else was really good would have been nice to have a way to print out tickets even if i had to pay a little for the printouts a pleasent experience,1652,2012-01-23 21:20:02,English
11267949,4397534,considering the price and the location the hostel is very good as others have commented the rooms are in a different building than the reception so that there is nobody of the staff near the rooms it is recommended,33133,2012-01-24 07:30:56,English
2336180,4398534,the place to be if you want to party i had a great time at wild rover and met many other travellers staff were great and hostel has good vibe showers had lots of hot water too i recommend this place when in la paz,23452,2012-01-24 21:27:52,English
6192304,4400934,i had a really lovely stay thank you,44507,2012-01-26 05:13:37,English
9194394,4401334,the room was too small for 8 people very very small but clean the staff didna t really care helping us with anything and it took half an hour to check in but and staff changed it got better bathroom was clean just the curtain that was dirty so it was a bit complicated to take a shower breakfast was ok simple toast butter jam cereal milk water and juice reception is downstairs but rooms are upstairs no elevator so you need to get all your luggage down and then up,530,2012-01-26 10:54:49,English
5335055,4403934,the stay here was really great i was so surprised that they offered free airport pickup as well the staff was amazing the food was great and they really helped you plan your time in fiji,45351,2012-01-28 04:30:14,English
11226686,4404334,the place is new and has a super chilled out vibe to it its also directly opposite the beach so perfect for getting away from it all my only problem is the bathrooms are deteriorating rapidly it needs sorting before it gets beyond the point of no return but big ups to the guys for making my holiday super chilled,56367,2012-01-28 11:40:45,English
2456073,4404934,great hostel great town loved it,42975,2012-01-29 00:36:23,English
48353,4405134,i would def stay here again the service was amazing and the staff extremely helpful with everything that i needed they tool really good care of me,53197,2012-01-29 03:39:46,English
10739966,4406734,lives up to the hype offers a homely atmosphere which no other hostel does the staff are all friendly helpful and fun,35704,2012-01-30 04:08:09,English
7935944,4408134,this hostel for most part is very good and cheap enough plenty of room their free wi fi sucked it didnt have much range at all and was constantly dropping out i think this is more of a party hostel because of the bar facilities they do have a breakfast available however i dont think it s worth the 4 euros they want for it would be really good if they had a kitchen available for use they have snacks available but nothing healthy to pick from,48058,2012-01-30 21:23:27,English
10357490,4409334,had a really enjoyable stay here although we were sick so didnt really leave our room except to get the free mate tea which is available all day and breakfast which is the best free breakfast we ve had in eight months im sure there are better deals to be had if you search around the town but we were very happy with what we got location is a short walk from the main square and our room had a great view of the lake yes it is a hotel if you read the title it actually says hotel,55234,2012-01-31 13:41:45,English
6529022,4409934,the smell and the charakter reminded me of some school camps of my childhood and the shower was just dirty there was not much cleaning going on anyway maybe one could sent one of the many quite helpful boys who are hanging around behind the entrance tesk to do that though the beds are clean and luxuiously broad and the price is just right,14467,2012-01-31 23:03:57,English
7201106,4410334,ngocthao is a perfect base for exploring ho chi minh city and environs it is located in the heart of the backpacker district in close proximity to many tourist sights and the bus station the staff are very welcoming and knowledgeable and go out of their way to help you they have many tour options available for instance the cu chi tunnel day trip for a cheap 5 we had a private room in the hostel which was spacious secure and clean a good breakfast is included eggs pancakes etc,24136,2012-02-01 03:58:03,English
6316803,4410534,this was a nice hostel but no luggage storage through the day so bags and belongings had to be left in the communal area next to the front door which remained wide open food was stolen but no signs anywhere to with warnings all staff were very nice to me but i heard bad reports from other guests one who complained about the reception being closed much of the day with the reply that for 30 what do you expect overall a good hostel but paying backpackers also deserve good customer service,1925,2012-02-01 07:07:26,English
4866651,4411134,more bedspace per dorm bed than any other hostel i have seen in cairo while the mixed drom has fantastic views of downtown cairo and all for less than a glass of wine back home,45065,2012-02-01 11:17:50,English
9631056,4411534,excelente hostal o casal dono da casa a um ma ximo prestativos pra caramba e super solida rios indico a todos que tiverem interesse em ir a puca n ah apenas uma informaa a o o local na o a utilizado corriqueiramente por brasileiros na o espere um portuguaªs nas horas de folga,17657,2012-02-01 15:01:44,English
5767654,4412134,had a good stay here and would stay again the location is totally ideal right off the main backpacker street and it is an awesome place to meet other travelers the large dorms are really spacious and have nice couches and space to chat with your roomies the place itself is a little old and some rooms have some mold but overall cleanliness was really good the woman who runs it is very helpful,40891,2012-02-01 23:42:59,English
4263001,4412534,good the limited internet was a bit annoying the rooms were very noisy at night despite there being no partying or music playing,27608,2012-02-02 09:10:03,English
11287174,4412934,everything looks pretty new nice clean rooms with big drawers under beds secure good neighbourhood and helpful people,55293,2012-02-02 16:45:32,English
7310011,4414734,a bit expensive but in stockholm everything is a bit expensive i definitely recommed it,1190,2012-02-05 03:18:29,English
5849625,4414934,negative not a good hostel if you travelling alone want to meet fellow travellers it is an israeli hostel filled with israelis who stick together are not friendly or sociable 2 none israelis so if you are travelling alone ita s not the best place to stay at all on the positive side it is super clean the only hostel i know where they clean the rooms every day change bedding the breakfast is excellent the staff are amazing the bar is awesome and the guy who works in it is super cool,52709,2012-02-05 11:21:15,English
11287678,4416134,st timer staying in a hostel for me and a mixed dorm for that matter for the 1st night anyway the staff and hostel get a 10 out of 10 from me very chilled atmosphere and friendly staff with the benefit of hindsight would have stayed there an extra night or two if ever in ba again it will be my 1st port of call,7492,2012-02-06 22:58:32,English
11217197,4416934,the best hostel in moscow very clean and pleasant people kind and everything its new definitely we recommend this place staff speaks english and spanish,58350,2012-02-08 03:21:25,English
11119993,4417934,lovely hostel very helpful staff no complaints,20499,2012-02-09 04:26:00,English
5998145,4418334,great location near the beach and the old town staff were really helpful free wifi and computers for guests to use and free breakfast which for a hostel was actaully quite decent i only paid about 18a per night to stay here and i thought it was pretty good value downsides sharing a bathroom between 10 meant long waits for the shower and it got a bit manky no lockers but staff were happy to keep stuff at reception,43540,2012-02-09 10:33:02,English
4790610,4419934,this is one of the best hostels in nz it doesn t look like much from the outside but the beds are super comfy the lounge is excellent and the location can t be beat the painting in the kitchen is also pretty darn cool i stay here every time i m in kaikoura,45928,2012-02-10 16:08:07,English
10711292,4420134,not a great hostel close to the town centre and had secure lockers but staff were totally disinterested and some of the rooms join directly onto the common areas which means sleep is difficult,16826,2012-02-10 20:50:42,English
11125735,4420534,fa r mich das beste hostel in ganz yucatan jeden morgen gab es gutes fra hsta ck in der wunderscha nen gartenanlage das personal ist immer offen und freundlich und stellt sich jeder frage echt super habe glatt aus 3 tagen 5 werden lassen,1241,2012-02-11 07:14:38,German
11340719,4420934,i love thje hotel its very clean and well located the owners are very kind and help you with you tri p,33364,2012-02-11 14:30:40,English
5119370,4421934,we really suffered from cold in this place even with the heater in our room it was cold there is only one shower room with 2 showers in the building but it didn t cause that much problem i wish they could have provide hot water in the toilet room they just have cold water commune room kitchen were ok they have computer with connection our room was small with smelly pillows and blanket for price we paid i guess that was it,14926,2012-02-12 12:36:06,English
1827777,4423934,small room good breakfast wifi,20880,2012-02-13 22:13:07,English
10922491,4425134,everything very nice and clean really good,7010,2012-02-14 17:59:19,English
8775475,4425534,an excellent place to stay hands down one of the best hostels i have stayed at in all of south america santiago the owner is as close to saint as they come the hostel dog is a complete pleasure and was maybe my favorite part about the hostel if you want to feel like you are back home staying at a friends house with all your friends then this is where you should book i have nothing but great things to say and unforgettable memories from this place thank you santiago and jefferson,49980,2012-02-15 02:16:34,English
4151512,4426734,excellent for sleepover for early morning flights out of bergamo airport,20833,2012-02-15 14:32:00,English
8390314,4427734,excellent location excellent facilities staff had a wonderful time at ninja,28454,2012-02-16 05:32:29,English
10506525,4432334,the two owners gina and gloria are very helpful and make you feel welcome,39725,2012-02-19 14:25:06,English
10872690,4432734,i thought it was a great value and would most likely stay here again the rooms were very modern and clean,21500,2012-02-19 21:27:49,English
11246763,4433134,it s not a normal hostel in our backpackers normal standard every roommate there agreed with this point whatever they boasted on their website bed sheets really dirty and lightening not good what really disappointed and frustrated the door for the shared bathroom is broken if knocked hard to push it out although i am mechanical talented engineering i need almost half an hour to unknock the door told them to fix this problem no action rewarded other guests face same cases,45089,2012-02-20 04:57:25,English
9320913,4433934,very good hostel small but lovely the staff is awesome the kitchen living room could be bigger and more toilets woudn t hurt but great value for money after all,30157,2012-02-20 15:13:14,English
11220473,4434134,great staff very helpful and friendly solid location great balcony although it has to close at 10 pm rooms are way too tight my 8 bedder should have been a 4 bedder really excellent breakfast and the buffet dinner option is a nice touch wifi is crazy slow and using their computers costs 4 reais an hour which is ridiculous good price at 30 reais a night i wouldna t want to pay any more though given the room situation,14598,2012-02-20 17:59:01,English
6773626,4436734,trop bruyant le soir,42664,2012-02-22 08:24:40,French
11402712,4437134,this is definitely a value for money hostel being a single traveler finding quality dorm accommodation in vietnam was tricky thankfully i found nga hoang the location was perfect the staff friendly and helpful and the dorm was clean and spacious the only slight downside is that the toilet and shower are in the dorm a bonus is the free internet,40891,2012-02-22 11:05:06,English
6350748,4438934,il faudrait ama liorer le plan d acces depuis l aeroport a l hotel les renseignements datent un peu,32589,2012-02-23 08:22:36,French
8141957,4439934,bekuo is the kind of hostel that long term travelers in the area would favor and would opt to stay at every time they transit through san jose the staff is very helpful and the atmosphere is friendly and welcoming they ll let you use their phone for a quick call arrange taxi pick up exchange money etc the facilities are clean and there s wi fi access as well as public computers the neighborhood itself is very safe and there s a supermarket in close proximity,49229,2012-02-23 19:30:32,English
11441385,4440534,basic but just right if you re looking for clean safe accommodation,19668,2012-02-24 04:57:20,English
11406459,4440734,b b muy acojedor con una casera muy atenta y simpatica la aºnica pega del lugar es lo alejado que esta y a ma s a ma s lo complicado de llegar a el por el resto excelente vale la pena encontrarlo,47870,2012-02-24 09:05:15,Spanish
10852612,4441534,when we arrived at the hostel i thought that we were at the wrong place but unfortunately was the correct place as it was almost 3 am we had to sleep there but we didnt want we really didnt like mainly because i got bitten by bed bug in whole of my body i can show that by picture moreover the bed made sounds as if it could break anytime we paid for 3 bed in the room but there were 4,7882,2012-02-24 18:45:24,English
11256686,4441734,best thing was the staff very helpful at all times the owner christian is a champ told us the safe areas to go to restaurants to visit foods to try etc rooms very basic and it s all share bathrooms even if you have private dorm breakfast good scrambled eggs made by the little lady there helps good area 2 mins walk to the ocean then another 10 min walk to larcomar shopping centre,10862,2012-02-24 22:54:10,English
11461669,4441934,it spent some great time there sleeping and that s why it is good i went there for travel reasons so they offered exactly what i needes a bed a shower and a decent breakfast everyday the only problem was that the shower as half open and no closing doors so either the floor would get drenched or i had to bath carefully not to let most of the water get out of the showerbox except for that it was clean organized and the staff would help with any questions i had,24599,2012-02-25 02:51:50,English
11422404,4442334,this place is setup as a cheap hotel or a dorm and not so much as a hostel it has a nice bar downstairs and a welcome beer but nothing about this hostel s setup actually encourages people to interact with each other instead it seems to really encourage giant stag parties of guys coming to get drunk on the weekend the 4 days that we were there saw about a 9 1 guy to girl ratio which explains why there is a guy shower on two floors and no hot water but girl showers only on one floor,11407,2012-02-25 10:28:28,English
6713200,4444934,grand place to stay miguel is a great guy he was keen to make sure we had a great stay he even came out with us for a surf he has good boards and surfing advice i hope the place does well,44866,2012-02-27 03:40:13,English
8918708,4445334,this place had a great breakfast buffet and there was a great tailor shop called red sky a few doors down,47282,2012-02-27 09:18:15,English
11470685,4446334,el personal muy amable las habitaciones estaban limpias y bien calefaccionadas el desayuno era barato y la ubicacia n bastante ca moda al lado de notting hill que es un barrio muy bonito fue una excelente estada a nada de que quejarme,5159,2012-02-27 19:22:07,Spanish
11419465,4448334,the bathrooms and toilets are really dirty and only cleaned once a day the bathrooms were full of hair from other people also the private room was dirty humid and it smelled horrible it was so small and had no normal window besides a ventilation kind of round window looking out on a small sort of alley i would not reccomend it,17434,2012-02-28 19:38:17,English
6278712,4448534,staff were really good breakfast was a bit limited but the good thing was you could fill up on toast,4662,2012-02-28 22:30:09,English
11485906,4448934,achei o lugar muito lindo tem uma piscina cadeiras um quiosque e tartarugas no pa tio que sa o o ma ximo,47024,2012-02-29 03:16:29,Brazilian Portuguese
6640473,4449334,of 5 hostels we have recently stayed in the oasis was best for facility most regretably the kitchen is filthy we could not prepare even 1 meal in it as it was too dirty who is in charge of this place a supervisor need to assign kitchen to cleaning staff show in detail what is expected then supervise to ensure cleaning is done we know not all guests are responsible cleaners but oasis must take this responsibilty or there will be big problems otherwise place is a gem great terrace,46975,2012-02-29 08:12:39,English
5570499,4450734,yaxkin es un hostel de mediana calidad esta bien ubicado cerca del centro la pieza que nos toca era muy oscura y las camas regulares lo mejor era el aire acondicionado esta ubicado al lado de una disco por lo que hay mucho ruido de fiesta por la noches el personal no esta bien entrenado en resumen no esta mal pero no me volvera a a hospedar aha,32848,2012-02-29 19:47:55,Spanish
11423943,4451134,no kitchen not clean enough loud and annoying roomates,6657,2012-03-01 02:21:42,English
10643944,4452534,excellent hostel to stay at the girl that helped us was excellent gave us great recommendations on restaurants to eat at for local food and good pubs to try local beer at great location clean kitchen facilities were good too would definitely stay here again,425,2012-03-01 18:20:53,English
3339971,4453334,great homely hostel with great staff i had a great stay the facilities are very modern very comfortable place i would come back there,58232,2012-03-02 08:00:25,English
11147378,4453534,awesome hostel in an awesome location i stayed in the flying pig for a week and was travelling by myself but i met so many awesome people there smoking room so dont worry if you go by yourself because you will have an awesome time,641,2012-03-02 10:27:02,English
8184809,4453734,this hostel was pretty good the guy behind the counter was nice and helpful i would recommend that if you plan on going to bed early or sleeping through the night you should look for somewhere else to stay the walls here are very thin so if someone upstairs or next door is noisy you can hear it very clearly and it s difficult to sleep other than that it was a good experience great location near siziwan harbor and ferry terminal,41232,2012-03-02 13:15:04,English
11191997,4455534,we really liked the view from our room and also the decoration of our room as well as the location very close to the station we just didn t like the fact that there was only one shower for the entire floor but the staff was very helpful,5755,2012-03-03 20:58:08,English
10780911,4457334,i booked here because the hostel s own description says that the bar is away from the dorms so you can sleep i was kept awake until 1 00am even with earplugs that s not really late but then all kicked off again at 3 00am with diabolical music and shouting i checked out the next morning if you are looking for a loud party hostel with the sickly smell of hangover breath in your dorm in the morning then you will like vibes if you want to sleep book somewhere else,49980,2012-03-05 02:29:31,English
11493632,4458334,muy buena onda el staff te hacen sentir como en casa,5783,2012-03-05 15:33:41,Spanish
2573947,4458534,this hostel is really good probably one of the best in rio great location close to a metro station very secure great hangout facilities both downstairs upstairs and outside an ok breakfast free water good kitchen and three computers with internet free of charge ia v stayed at the highly appreciated books hostel too and cabanacopa beats that place on most parts the thing that makes the books stands out is its staff the beats the cabanaopa in terms of entusiasm for the guests,35787,2012-03-05 17:52:36,English
11482568,4460734,very nice hostel with a good location only 5 minutes away from the metro station our 2 bed room was always clean and quiet with a nice bathroom and great hot shower i definately recommend this hostel for everyone who wants to see shanghai by day and have a good night sleep with a nice breakfast in the morning,14467,2012-03-07 02:07:07,English
11424328,4461334,seems like one of the best hostels you can find in hk clean lockers in the rooms very helpful staff nice atmosphere you can t help meeting great people there the location in the heart of wan chai couldn t be cooler only minus are the big rooms 6 to 12 people in one room is quite a lot,58508,2012-03-07 08:21:27,English
11236478,4461934,this is a very well run professional hostel it has all the bells whistles extremely comfortable bed reasonable bathroom which could be improved no end with a quick cheap trip to the hardware shop decent coffee a bar for a drink or pizza fast though expensive internet plenty of young international staff who with the exception of 1 tardy girl did an outstanding job at a busy service counter i enjoyed my stay very much thank you,23598,2012-03-07 12:30:48,English
4163231,4462734,really cool hostel with a nice social feel free breakfast soup and wifi was a nice touch the rooms were very clean and the beds were very comfortable i d definitely stay there again,27995,2012-03-07 20:22:27,English
2162678,4462934,very close to the tube station and central london quite nice that it is situated in a pub very basic but functional would stay there again,29389,2012-03-07 22:56:54,English
11218838,4464134,awesome hostel friendly staff its located on the strip between downtown and the touristic strip both distances are for a longer walk but there is also a strip bus i loved it there,5997,2012-03-08 14:35:19,English
11478445,4464734,loved this hostel it was a bit pricier than some others but it was worth it super friendly nice helpful staff really clean bathrooms delicious breakfast more than the standard cereal and toast free coffee tea hot chocolate whenever you want great environment where you feel like you can really sit back and relax and meet other travelers they play a lot of music especially at night when they turn the reception floor into a dance party and give you a free shot would stay here again,56163,2012-03-08 23:35:15,English
11302790,4466134,its a very good place the staff was so nice when its dark you should better take a taxi also if its located in a busy road at night there are not many people walking around,10631,2012-03-10 02:20:26,English
